,model_name,accuracy_score,balanced_acc_score,precision_score,recall_score,f_score,roc_auc,log_loss
0,SVC,0.9143730886850153,0.9151504941599281,0.8875739644970414,0.9433962264150944,0.9146341463414634,0.915150494159928,3.086306712217983
1,LogisticRegression,0.9143730886850153,0.9151504941599281,0.8875739644970414,0.9433962264150944,0.9146341463414634,0.915150494159928,3.086306712217983
2,RandomForestClassifier,0.908256880733945,0.9086927223719676,0.8909090909090909,0.9245283018867925,0.9074074074074074,0.9086927223719677,3.306757191662124
3,KNeighborsClassifier,0.9204892966360856,0.9204290206648698,0.9182389937106918,0.9182389937106918,0.9182389937106918,0.9204290206648698,2.865856232773841
